year2,state,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1986,51,93021,114574,1986268,1916697,17105,15.3,11114,10,387429,158225,229204,8.3,20.2,248286,89441,158845,4.7,13,139143,7.2,26,0,7062,7077,42478
1986,53,85622,100918,1410497,1380402,15705,15.8,12161,12.2,290360,111590,178770,8.1,21,230169,89738,140431,6.5,16.7,60191,4.3,33.4,0,7811,7853,47218
1986,54,27209,32207,448122,446056,3996,12.5,3654,11.4,79140,37048,42092,8.3,17.7,75008,33296,41712,7.5,16.8,4132,0.9,33.6,0,2302,2308,12429
1986,55,80616,95092,1602741,1599541,10425,10.8,12873,13.3,244522,91476,153046,5.7,15.3,238122,109118,129004,6.8,14.9,6400,0.4,29.8,0,6914,6949,42178
1986,56,11366,13021,132165,133664,1668,12.7,1844,14,24933,10978,13955,8.2,18.7,27931,10454,17477,7.8,20.9,-2998,-2.2,37.4,0,1239,1240,6534
1987,01,60258,73813,1207846,1200238,11313,15.6,8636,11.9,216610,85721,130889,7.1,18,201393,72345,129048,6,16.8,15217,1.2,33.6,0,5560,5603,33710
1987,02,9909,11684,139946,145006,2014,16.9,2281,19.2,29012,12933,16079,8.9,20,39131,16103,23028,11.1,27,-10119,-7,40,0,1453,1467,9133
1987,04,58318,71502,1133571,1123696,13545,19.4,9662,13.8,245284,115527,129757,10.3,21.8,225535,97931,127604,8.7,20.1,19749,1.7,40.2,0,6185,6243,45399
1987,05,39898,46468,702722,699345,6842,14.9,5660,12.3,120338,46580,73758,6.7,17.2,113583,46595,66988,6.7,16.2,6755,1,32.4,0,3946,3977,26184
1987,06,498637,601790,10025084,9883744,101130,17.1,74324,12.6,2140335,845682,1294653,8.6,21.7,1857655,787625,1070030,8,18.8,282680,2.9,37.6,0,47020,47572,364454
1987,08,68775,81912,1157146,1179240,13875,17,12495,15.3,229481,110481,119000,9.4,19.5,273670,119082,154588,10.1,23.2,-44189,-3.7,39,0,7987,8086,57649
1987,09,68351,78649,1489534,1459992,11757,15.3,7985,10.4,253323,92247,161076,6.3,17.4,194239,73950,120289,5.1,13.3,59084,4.1,26.6,0,5283,5306,36699
1987,10,12152,14145,270780,272279,2247,16.3,1478,10.7,52242,16706,35536,6.1,19.2,55240,14583,40657,5.4,20.3,-2998,-1.1,38.4,0,928,930,5413
1987,11,14828,17220,408195,399585,2205,12.9,1898,11.1,69721,24162,45559,6,17.4,52500,20405,32095,5.1,13.1,17221,4.3,26.2,0,1065,1075,8846
1987,12,235617,286073,4052723,3985126,53022,19,37431,13.4,896735,416100,480635,10.4,22.5,761541,320415,441126,8,19.1,135194,3.4,38.2,0,25796,25981,175329
1987,13,104235,129764,2298424,2265027,21394,16.8,15351,12.1,460060,202803,257257,9,20.3,393265,152591,240674,6.7,17.4,66795,2.9,34.8,0,9720,9794,67453
1987,15,19499,23814,361746,353282,3522,15,2593,11.1,76341,30077,46264,8.5,21.6,59414,24867,34547,7,16.8,16927,4.8,33.6,0,1621,1632,11021
1987,16,18375,21600,253867,254619,3168,14.8,2637,12.3,47568,20310,27258,8,18.7,49072,20011,29061,7.9,19.3,-1504,-0.6,37.4,0,1535,1548,10497
1987,17,192023,228983,4229458,4232605,30933,13.7,24886,11,687079,265263,421816,6.3,16.2,693372,274757,418615,6.5,16.4,-6293,-0.2,32.4,0,15370,15476,104806
1987,18,88834,108810,1960404,1923141,14915,13.9,11508,10.7,353945,127028,226917,6.6,18.4,279421,110968,168453,5.8,14.5,74524,3.9,29,0,7325,7375,50562
1987,19,53491,64363,885967,879780,7803,12.1,7176,11.2,144222,58643,85579,6.7,16.4,131849,51190,80659,5.8,15,12373,1.4,30,0,4486,4539,24971
1987,20,48907,57884,785708,798343,7698,13.3,7132,12.3,135791,59363,76428,7.4,17,161060,83039,78021,10.4,20.2,-25269,-3.2,34,0,4639,4691,27901
1987,21,56376,67318,1113359,1101927,9376,14.1,7611,11.4,186004,71549,114455,6.5,16.9,163140,67496,95644,6.1,14.8,22864,2.1,29.6,0,4840,4853,30040
1987,22,66411,80651,1160169,1193986,10617,12.9,12637,15.4,204782,90650,114132,7.6,17.2,272417,108828,163589,9.1,22.8,-67635,-5.6,34.4,0,8110,8193,52757
1987,23,24466,28132,392237,380019,4820,17.7,2921,10.7,75649,31734,43915,8.4,19.9,51212,22532,28680,5.9,13.5,24437,6.4,27,0,1912,1918,10720
1987,24,75607,91745,1671105,1624802,14470,16.2,9703,10.8,349051,159196,189855,9.8,21.5,256444,94454,161990,5.8,15.8,92607,5.7,31.6,0,6105,6170,44401
1987,25,116844,137046,2734149,2715234,19834,14.8,13913,10.3,473975,176577,297398,6.5,17.5,436145,161309,274836,5.9,16.1,37830,1.4,32.2,0,9122,9171,71481
1987,26,142587,173534,3176885,3147301,24903,14.6,18161,10.6,535609,204900,330709,6.5,17,476441,171999,304442,5.5,15.1,59168,1.9,30.2,0,11694,11791,76827
1987,27,77712,92833,1666676,1652382,12695,13.8,10134,11,288829,110229,178600,6.7,17.5,260242,113151,147091,6.8,15.7,28587,1.8,31.4,0,6287,6335,62679
1987,28,38752,46339,690876,692385,6560,14.3,5563,12.1,117326,47639,69687,6.9,16.9,120344,42987,77357,6.2,17.4,-3018,-0.5,33.8,0,3713,3746,23234
1987,29,91762,110633,1892023,1870316,16482,15.1,12576,11.5,344344,137609,206735,7.4,18.4,300929,119876,181053,6.4,16.1,43415,2.3,32.2,0,8070,8145,54232
1987,30,19005,21722,218888,217775,3186,14.7,2933,13.5,41249,17277,23972,7.9,18.9,39022,15777,23245,7.2,17.9,2227,1,35.8,0,1877,1893,8804
1987,31,33068,38628,531774,527217,4629,12.1,3928,10.2,87217,32348,54869,6.1,16.5,78102,33124,44978,6.3,14.8,9115,1.7,29.6,0,2524,2552,14757
1987,32,19135,22309,433896,415841,4226,19.4,2976,13.7,102517,41927,60590,10.1,24.7,66407,26805,39602,6.4,16,36110,8.7,32,0,1873,1893,14675
1987,33,25249,28557,453350,444310,5401,19.7,3030,11,89012,36549,52463,8.2,20,70933,27611,43322,6.2,16,18079,4,32,0,2032,2037,14418
1987,34,155668,178070,3105044,3053041,26411,15.1,18969,10.9,621146,253114,368032,8.3,20.3,517140,198113,319027,6.5,16.9,104006,3.4,33.8,0,12492,12555,86591
1987,35,25937,30459,395479,393305,4754,15.7,3987,13.2,80836,36907,43929,9.4,20.6,76488,29618,46870,7.5,19.4,4348,1.2,38.8,0,2608,2622,16473
1987,36,346612,394396,6816421,6760940,54495,14,44355,11.4,1147940,396993,750947,5.9,17,1036978,382309,654669,5.7,15.3,110962,1.7,30.6,0,30975,31100,201760
1987,37,109913,135644,2406240,2388193,20694,15.6,14436,10.9,418604,161377,257227,6.8,17.5,382509,140901,241608,5.9,16,36095,1.5,32,0,9271,9304,61799
1987,38,14755,17058,191873,190797,2119,12.5,1871,11,30371,12851,17520,6.7,15.9,28218,10838,17380,5.7,14.8,2153,1.1,29.6,0,1195,1204,6034
1987,39,168401,211958,3871737,3834228,28393,13.6,21448,10.3,664785,253154,411631,6.6,17.3,589767,239028,350739,6.2,15.4,75018,1.9,30.8,0,13069,13196,94165
1987,40,55905,66914,904708,925714,9301,13.7,10158,15,153934,72602,81332,7.8,16.6,195946,78028,117918,8.4,21.2,-42012,-4.6,33.2,0,6722,6799,40496
1987,41,56822,66905,892491,876897,10977,16.7,8551,13,175460,72283,103177,8.2,20,144272,62050,82222,7.1,16.5,31188,3.5,33,0,5621,5650,34866
1987,42,194697,236702,4254617,4211900,31900,13.7,23240,10,710491,268721,441770,6.4,16.9,625058,243157,381901,5.8,14.8,85433,2.1,29.6,0,14650,14768,107955
1987,44,20985,23374,396097,388723,3504,15.3,2390,10.5,67634,24483,43151,6.3,17.4,52886,20445,32441,5.3,13.6,14748,3.8,27.2,0,1637,1650,10956
1987,45,53782,65831,1112311,1089692,10323,16,7369,11.4,211303,83460,127843,7.7,19.4,166066,64762,101304,5.9,15.2,45237,4.2,30.4,0,4649,4688,30471
1987,46,15111,17196,200245,198232,2220,13,1938,11.3,32038,13100,18938,6.6,16.2,28011,11308,16703,5.7,14.1,4027,2.1,28.2,0,1202,1209,6409
1987,47,78066,95419,1693431,1672313,14691,15.7,10644,11.4,309573,118339,191234,7.1,18.5,267336,110977,156359,6.6,16,42237,2.5,32,0,7096,7129,49284
1987,48,273401,346457,5363099,5478753,53577,15.4,53079,15.3,1013846,466491,547355,8.5,18.5,1245154,503652,741502,9.2,22.7,-231308,-4.2,37,0,34454,34860,237080
1987,49,25704,30862,499870,496982,5009,16.4,4136,13.5,97231,38705,58526,7.8,19.6,91456,37675,53781,7.6,18.4,5775,1.2,36.8,0,2522,2566,17771
1987,50,14606,16245,214281,207870,2656,16.9,1583,10.1,40063,17618,22445,8.5,19.3,27241,11434,15807,5.5,13.1,12822,6.2,26.2,0,1121,1134,6760
1987,51,96918,120928,2083670,2036958,19610,16.6,12893,10.9,411682,173310,238372,8.5,20.2,318257,127025,191232,6.2,15.6,93425,4.6,31.2,0,8210,8285,53752
1987,53,88044,104592,1456135,1423705,17335,16.9,13066,12.7,305161,125179,179982,8.8,21.4,240300,98808,141492,6.9,16.9,64861,4.5,33.8,0,8351,8438,53066
1987,54,27543,32931,453892,452255,4621,14.2,3678,11.3,75354,32401,42953,7.2,16.7,72080,28164,43916,6.2,15.9,3274,0.8,31.8,0,2402,2415,14349
1987,55,86963,103021,1719999,1672542,14396,14.5,7186,7.3,285970,120228,165742,7.2,17.1,191056,60276,130780,3.6,11.4,94914,5.7,22.8,0,1857,1920,17586
1987,56,11030,12660,121691,127412,1673,13,1930,15,19490,8937,10553,7,15.3,30931,12294,18637,9.6,24.3,-11441,-9,30.6,0,1188,1196,6212
1988,01,60133,74074,1224901,1208299,9836,13.3,8891,12.1,222085,93070,129015,7.7,18.4,188880,73633,115247,6.1,15.6,33205,2.8,31.2,0,5836,5836,33259
1988,02,9722,11502,131553,133238,1814,15.7,1861,16.1,30190,12815,17375,9.6,22.7,33559,15402,18157,11.6,25.2,-3369,-2.5,45.4,0,1148,1148,6412
1988,04,58831,72792,1167257,1141813,11908,16.5,10152,14.1,264968,116438,148530,10.2,23.2,214081,87104,126977,7.6,18.7,50887,4.5,37.4,0,6765,6765,44302
1988,05,38802,45640,685784,676843,5764,12.6,5683,12.4,120746,46066,74680,6.8,17.8,102865,41046,61819,6.1,15.2,17881,2.6,30.4,0,3915,3915,19632
1988,06,505005,612513,10361697,10149718,89631,14.8,75767,12.5,2228133,822891,1405242,8.1,22,1804176,686503,1117673,6.8,17.8,423957,4.2,35.6,0,49544,49545,319211
1988,08,67973,81494,1161087,1156028,12191,14.9,12132,14.9,226436,92574,133862,8,19.6,216318,92882,123436,8,18.7,10118,0.9,37.4,0,8319,8319,45630
1988,09,70038,80886,1494340,1482419,11063,13.9,8430,10.6,262143,106749,155394,7.2,17.7,238300,95901,142399,6.5,16.1,23843,1.6,32.2,0,5704,5704,38946
1988,10,12312,14401,286287,278434,1965,13.8,1660,11.6,55331,20849,34482,7.5,19.9,39624,15907,23717,5.7,14.2,15707,5.7,28.4,0,982,982,6084
1988,11,14784,17420,412783,412673,2131,12.3,1887,10.9,70149,22092,48057,5.4,17,69931,20728,49203,5,16.9,218,0.1,33.8,0,1124,1124,10419
1988,12,240864,294111,4223310,4128970,48708,16.8,39613,13.7,918689,388618,530071,9.4,22.2,730009,305940,424069,7.4,17.7,188680,4.5,35.4,0,28179,28181,165880
1988,13,105905,132685,2390742,2334375,19487,14.9,15821,12.1,490493,203681,286812,8.7,21,377758,147951,229807,6.3,16.2,112735,4.8,32.4,0,10461,10464,65213
1988,15,19794,24301,381903,372821,3087,12.8,2558,10.6,71128,25953,45175,7,19.1,52963,20664,32299,5.5,14.2,18165,4.9,28.4,0,1688,1688,8967
1988,16,18123,21455,260001,254539,2746,12.8,2564,12,51937,21446,30491,8.4,20.4,41014,16852,24162,6.6,16.1,10923,4.3,32.2,0,1725,1725,9259
1988,17,192616,231231,4335232,4241579,28147,12.3,23732,10.3,767656,280592,487064,6.6,18.1,580351,218314,362037,5.1,13.7,187305,4.4,27.4,0,15499,15499,95916
1988,18,89111,109639,1979163,1950551,12975,11.9,11344,10.4,334352,122440,211912,6.3,17.1,277127,114288,162839,5.9,14.2,57225,2.9,28.4,0,7420,7420,62030
1988,19,52712,63826,919659,893896,6597,10.3,6565,10.3,158739,52194,106545,5.8,17.8,107213,44142,63071,4.9,12,51526,5.8,24,0,4300,4301,20523
1988,20,48576,58039,798410,787135,6994,12.1,6377,11,140038,58012,82026,7.4,17.8,117487,46324,71163,5.9,14.9,22551,2.9,29.8,0,4328,4328,24363
1988,21,56081,67582,1093545,1070294,8637,12.9,7582,11.3,198624,77680,120944,7.3,18.6,152122,59990,92132,5.6,14.2,46502,4.4,28.4,0,5323,5323,30685
1988,22,64474,79045,1169018,1157912,9615,12.1,10602,13.3,221085,84223,136862,7.3,19.1,198874,81808,117066,7.1,17.2,22211,1.9,34.4,0,7153,7153,40798
1988,23,25145,28904,413036,399702,4249,14.9,3185,11.2,79769,26867,52902,6.7,20,53101,19332,33769,4.8,13.3,26668,6.7,26.6,0,2191,2191,10580
1988,24,77607,94737,1728638,1697971,13530,14.5,10254,11,346283,135241,211042,8,20.4,284949,97172,187777,5.7,16.8,61334,3.6,33.6,0,6595,6595,47169
1988,25,119327,140083,2810864,2774318,17905,12.9,14404,10.4,496769,177471,319298,6.4,17.9,423677,152920,270757,5.5,15.3,73092,2.6,30.6,0,9538,9538,73354
1988,26,143989,175707,3209475,3185315,21535,12.3,18880,10.8,537229,208433,328796,6.5,16.9,488908,171871,317037,5.4,15.3,48321,1.6,30.6,0,12055,12055,70380
1988,27,77716,93508,1710701,1678821,11332,12.2,10005,10.8,308403,105018,203385,6.3,18.4,244643,92615,152028,5.5,14.6,63760,3.8,29.2,0,6375,6375,43109
1988,28,38013,45843,681556,670222,5580,12.1,5642,12.3,118833,47411,71422,7.1,17.7,96164,37431,58733,5.6,14.3,22669,3.4,28.6,0,3896,3897,19049
1988,29,91198,110815,1861725,1854926,14218,12.9,12813,11.6,324881,124591,200290,6.7,17.5,311284,136131,175153,7.3,16.8,13597,0.7,33.6,0,8419,8419,46165
1988,30,18279,21065,197146,198085,2677,12.6,2868,13.5,36267,14647,21620,7.4,18.3,38144,16564,21580,8.4,19.3,-1877,-1,36.6,0,1863,1863,8789
1988,31,32283,38082,535125,522236,4190,11,3867,10.2,95827,35151,60676,6.7,18.3,70048,28936,41112,5.5,13.4,25779,4.9,26.8,0,2535,2535,12417
1988,32,19608,23086,458993,445287,3865,17,3002,13.2,109348,41415,67933,9.3,24.6,81935,35641,46294,8,18.4,27413,6.2,36.8,0,2012,2012,14137
1988,33,25833,29339,449937,439825,4657,16.2,3531,12.2,89741,37679,52062,8.6,20.4,69516,25338,44178,5.8,15.8,20225,4.6,31.6,0,2503,2503,13495
1988,34,158581,182189,3155330,3112640,24536,13.6,19500,10.8,589124,215975,373149,6.9,18.9,503743,166432,337311,5.3,16.2,85381,2.7,32.4,0,13325,13325,70783
1988,35,25540,30306,385769,382932,4192,13.8,4075,13.4,76090,29824,46266,7.8,19.9,70415,28320,42095,7.4,18.4,5675,1.5,36.8,0,2750,2750,15907
1988,36,348575,398492,6864229,6811429,50752,12.8,45035,11.4,1198599,400716,797883,5.9,17.6,1092999,368502,724497,5.4,16,105600,1.6,32,0,31748,31749,171335
1988,37,111672,138754,2504775,2443107,18924,13.8,15115,11,453264,177742,275522,7.3,18.6,329928,123738,206190,5.1,13.5,123336,5.1,27,0,9816,9816,50902
1988,38,14344,16650,183379,180615,1784,10.7,1802,10.8,30495,11435,19060,6.3,16.9,24967,10415,14552,5.8,13.8,5528,3.1,27.6,0,1141,1141,5221
1988,39,170138,214686,4009761,3939083,25144,11.8,22123,10.4,689162,258245,430917,6.6,17.5,547807,194273,353534,4.9,13.9,141355,3.6,27.8,0,13474,13475,76221
1988,40,53602,64831,875988,867352,8135,12.4,9274,14.1,166728,65195,101533,7.5,19.2,149455,63765,85690,7.4,17.2,17273,2,34.4,0,6193,6193,31929
1988,41,56728,67301,910474,887575,9538,14.3,8447,12.6,185573,68200,117373,7.7,20.9,139777,58644,81133,6.6,15.7,45796,5.2,31.4,0,5723,5723,29244
1988,42,197264,240412,4356960,4298059,28607,12,23971,10.1,730705,262643,468062,6.1,17,612904,232102,380802,5.4,14.3,117801,2.7,28.6,0,15464,15467,106051
1988,44,21357,23771,401326,397924,3173,13.5,2663,11.3,68196,23170,45026,5.8,17.1,61393,23556,37837,5.9,15.4,6803,1.7,30.8,0,1766,1766,9857
1988,45,54527,67141,1157753,1121053,9438,14.2,7770,11.7,229049,102549,126500,9.1,20.4,155650,61085,94565,5.4,13.9,73399,6.5,27.8,0,5129,5129,27206
1988,46,14953,17063,194242,190724,1976,11.6,1862,10.9,32718,12910,19808,6.8,17.2,25681,10800,14881,5.7,13.5,7037,3.7,27,0,1202,1202,5517
1988,47,78439,96811,1742005,1702024,13377,14,11071,11.5,346069,152148,193921,8.9,20.3,266106,107517,158589,6.3,15.6,79963,4.7,31.2,0,7400,7400,43981
1988,48,266880,341407,5405096,5365881,47230,13.7,50099,14.6,1103222,457121,646101,8.5,20.6,1024793,425297,599496,7.9,19.1,78429,1.5,38.2,0,33950,33950,198917
1988,49,25513,30856,499578,492490,4516,14.6,4247,13.8,100639,42591,58048,8.6,20.4,86462,36742,49720,7.5,17.6,14177,2.8,35.2,0,2835,2835,18732
1988,50,14785,16484,205845,204173,2368,14.6,1817,11.2,35635,14333,21302,7,17.5,32290,12776,19514,6.3,15.8,3345,1.7,31.6,0,1281,1281,6930
1988,51,99471,124670,2159296,2105658,17904,14.6,13531,11,419193,169562,249631,8.1,19.9,311919,119238,192681,5.7,14.8,107274,5.1,29.6,0,8730,8730,47580
1988,53,88773,105987,1500913,1461310,15493,14.7,13088,12.5,323294,113996,209298,7.8,22.1,244087,97694,146393,6.7,16.7,79207,5.4,33.4,0,8497,8499,46219
1988,54,27511,32973,452374,447788,3924,12,3615,11,77335,30540,46795,6.8,17.3,68163,25633,42530,5.7,15.2,9172,2.1,30.4,0,2395,2395,12605
1988,55,87621,104247,1796220,1755600,11564,11.2,9948,9.6,294577,104054,190523,5.9,16.8,213337,75847,137490,4.3,12.2,81240,4.6,24.4,0,6663,6663,38149
1988,56,10765,12384,119460,119605,1480,11.8,1645,13.2,22038,8670,13368,7.2,18.4,22328,9280,13048,7.8,18.7,-290,-0.3,36.8,0,1060,1060,4752
1989,01,61306,76014,1289214,1259370,10009,13.3,8158,10.9,233009,91168,141841,7.2,18.5,173321,61080,112241,4.9,13.8,59688,4.7,27.6,0,5660,5685,34928
1989,02,8518,10384,137275,134618,1495,13.7,2619,23.9,35909,16160,19749,12,26.7,30595,17746,12849,13.2,22.7,5314,4,45.4,0,884,887,4217
1989,04,59371,73858,1206137,1187751,11479,15.7,10299,14,256405,108617,147788,9.1,21.6,219635,89535,130100,7.5,18.5,36770,3.1,37,0,6826,6862,52184
1989,05,39202,46467,718533,702968,5746,12.5,5050,11,128382,53331,75051,7.6,18.3,97253,39392,57861,5.6,13.8,31129,4.5,27.6,0,3561,3622,25409
1989,06,497327,610180,10673073,10516224,87685,14.3,90078,14.7,2214576,823088,1391488,7.8,21.1,1900878,806222,1094656,7.7,18.1,313698,3,36.2,0,48921,49255,371482.5
1989,08,67995,81688,1201128,1182445,11280,13.8,11054,13.6,235672,94535,141137,8,19.9,198306,87671,110635,7.4,16.8,37366,3.1,33.6,0,7366,7398,48658
1989,09,70819,82079,1511870,1500115,10080,12.4,8952,11,247002,89312,157690,6,16.5,223491,79016,144475,5.3,14.9,23511,1.6,29.8,0,6102,6146,39044
1989,10,12979,15238,304516,295576,2278,15.4,1468,9.9,58076,25642,32434,8.7,19.6,40196,10963,29233,3.7,13.6,17880,6,27.2,0,935,939,6322
1989,11,14740,17671,410406,405978,2055,11.7,1844,10.5,68415,21286,47129,5.2,16.9,59560,21575,37985,5.3,14.7,8855,2.2,29.4,0,1097,1099,10076
1989,12,246158,301917,4441184,4340752,46039,15.5,38421,12.9,937193,381828,555365,8.8,21.6,736328,292733,443595,6.7,17,200865,4.6,34,0,26774,26943,173642
1989,13,107578,135772,2465041,2432773,18807,14,15789,11.8,491634,204011,287623,8.4,20.2,427097,148101,278996,6.1,17.6,64537,2.6,35.2,0,10394,10446,77005.5
1989,15,20055,24868,404100,393082,2970,12.1,2428,9.9,72568,28842,43726,7.3,18.5,50531,19410,31121,4.9,12.9,22037,5.6,25.8,0,1614,1614,10181
1989,16,18394,21842,282911,271892,2836,13.1,2469,11.4,59044,23715,35329,8.7,21.7,37006,15661,21345,5.8,13.6,22038,8.1,27.2,0,1574,1596,9385
1989,17,195191,235604,4487305,4413452,27828,11.9,23572,10.1,753373,291149,462224,6.6,17.1,605668,209215,396453,4.7,13.7,147705,3.4,27.4,0,15220,15424,109927
1989,18,90618,112236,2086211,2037085,13116,11.8,10645,9.6,347524,123044,224480,6,17.1,249271,93597,155674,4.6,12.2,98253,4.9,24.4,0,7194,7242,53326
1989,19,53217,64661,976507,947453,6643,10.3,5850,9.1,167430,67668,99762,7.1,17.7,109321,42751,66570,4.5,11.5,58109,6.2,23,0,3994,3999,22412
1989,20,48577,58350,850959,824926,6609,11.4,6329,10.9,166152,80481,85671,9.8,20.1,114086,44156,69930,5.4,13.8,52066,6.3,27.6,0,4383,4407,26349
1989,21,56900,68895,1138414,1115697,8303,12.2,7008,10.3,196726,74254,122472,6.7,17.6,151293,58276,93017,5.2,13.6,45433,4,27.2,0,4895,4920,31698
1989,22,63629,78520,1203112,1186687,8641,11,9323,11.8,223892,82528,141364,7,18.9,191041,74312,116729,6.3,16.1,32851,2.8,32.2,0,6186,6229,42411
1989,23,25805,29875,427188,420289,4177,14.2,3279,11.2,77042,28191,48851,6.7,18.3,63243,23589,39654,5.6,15,13799,3.3,30,0,2274,2308,14345
1989,24,79783,97856,1768104,1749401,13061,13.6,9983,10.4,317265,124332,192933,7.1,18.1,279858,93126,186732,5.3,16,37407,2.1,32,0,6471,6498,46466
1989,25,120312,142397,2858739,2836688,16701,11.8,14844,10.5,480197,169011,311186,6,16.9,436094,140849,295245,5,15.4,44103,1.5,30.8,0,10198,10370,76971
1989,26,146920,180311,3332727,3272939,21646,12.2,17318,9.7,555266,191563,363703,5.9,17,435690,144469,291221,4.4,13.3,119576,3.7,26.6,0,11608,11675,80288.5
1989,27,79180,95704,1770417,1740605,11414,12.1,9196,9.7,292296,108311,183985,6.2,16.8,232671,92919,139752,5.3,13.4,59625,3.4,26.8,0,5974,6011,43493
1989,28,38176,46432,704912,695980,5583,12.1,5062,11,118065,45903,72162,6.6,17,100201,39840,60361,5.7,14.4,17864,2.6,28.8,0,3514,3546,22423
1989,29,92882,113353,1937189,1900552,14291,12.8,11751,10.5,340486,120108,220378,6.3,17.9,267212,95615,171597,5,14.1,73274,3.8,28.2,0,7935,7996,53542
1989,30,18447,21256,207443,202220,2701,12.8,2460,11.6,39870,16129,23741,8,19.7,29424,11903,17521,5.9,14.6,10446,5.1,29.2,0,1639,1641,7672
1989,31,32512,38574,558295,546735,4293,11.2,3776,9.9,93401,34249,59152,6.3,17.1,70281,27488,42793,5,12.9,23120,4.2,25.8,0,2525,2535,15480
1989,32,20656,24365,496612,478236,4142,17.5,2856,12,116364,40897,75467,8.6,24.3,79614,33534,46080,7,16.6,36750,7.7,33.2,0,1860,1868,17097
1989,33,25964,29721,459472,455591,4078,13.8,3707,12.6,79345,34409,44936,7.6,17.4,71582,26212,45370,5.8,15.7,7763,1.7,31.4,0,2715,2741,17045
1989,34,159955,184810,3210283,3186478,22984,12.5,20522,11.2,571645,209294,362351,6.6,17.9,524034,170248,353786,5.3,16.4,47611,1.5,32.8,0,13692,13748,89068
1989,35,25766,30708,394118,389990,4225,13.9,3853,12.6,75446,30448,44998,7.8,19.3,67190,25475,41715,6.5,17.2,8256,2.1,34.4,0,2568,2586,15550
1989,36,351755,404333,6984799,6922355,50602,12.6,45366,11.3,1149527,411152,738375,5.9,16.6,1024639,351403,673236,5.1,14.8,124888,1.8,29.6,0,31578,31762,195782
1989,37,114402,142586,2593227,2557204,18299,13,14564,10.4,436657,169917,266740,6.6,17.1,364610,119777,244833,4.7,14.3,72047,2.8,28.6,0,9466,9524,58887
1989,38,14374,16777,187360,184980,1673,10,1554,9.3,28989,11733,17256,6.3,15.7,24228,9356,14872,5.1,13.1,4761,2.6,26.2,0,1069,1072,5263
1989,39,172489,219033,4166489,4096283,24718,11.4,20521,9.5,699613,266428,433185,6.5,17.1,559201,206482,352719,5,13.7,140412,3.4,27.4,0,13319,13439,92377
1989,40,53837,65207,904032,891090,8224,12.6,7926,12.2,164696,62305,102391,7,18.5,138811,58735,80076,6.6,15.6,25885,2.9,31.2,0,5432,5468,34900
1989,41,51213,62002,925928,919420,8202,12.7,13447,20.8,200594,67689,132905,7.4,21.8,187578,112226,75352,12.2,20.4,13016,1.4,40.8,0,5143,5178,31825
1989,42,201138,245949,4473116,4409414,28179,11.6,22807,9.4,713115,260079,453036,5.9,16.2,585711,213035,372676,4.8,13.3,127404,2.9,26.6,0,14985,15157,105869
1989,44,21791,24360,406004,404615,3142,13.1,2637,11,66698,28036,38662,6.9,16.5,63919,22655,41264,5.6,15.8,2779,0.7,31.6,0,1892,1919,14483.5
1989,45,55592,68817,1201694,1182060,8894,13.1,7258,10.7,209337,81280,128057,6.9,17.7,170068,67168,102900,5.7,14.4,39269,3.3,28.8,0,4855,4872,36460.5
1989,46,15131,17346,203018,198652,1898,11,1587,9.2,34079,11312,22767,5.7,17.2,25347,9745,15602,4.9,12.8,8732,4.4,25.6,0,1116,1116,5681
1989,47,79653,99307,1827088,1789321,12914,13.2,10607,10.8,337559,128938,208621,7.2,18.9,262025,97299,164726,5.4,14.6,75534,4.3,29.2,0,7197,7341,56822
1989,48,265421,340887,5596671,5508593,44527,13.1,45313,13.3,1139912,438091,701821,8,20.7,963756,408980,554776,7.4,17.5,176156,3.2,35,0,29642,30014,226497.5
1989,49,25495,31047,537212,520388,4173,13.5,3979,12.9,116631,46586,70045,9,22.4,82984,34177,48807,6.6,15.9,33647,6.5,31.8,0,2576,2658,19902
1989,50,15271,17094,217623,212300,2444,14.6,1861,11.1,36962,14816,22146,7,17.4,26316,10551,15765,5,12.4,10646,5,24.8,0,1365,1390,7117
1989,51,101909,128755,2257746,2211800,17512,13.8,13557,10.7,408841,165216,243625,7.5,18.5,316949,110277,206672,5,14.3,91892,4.2,28.6,0,8821,8901,56501
1989,53,75543,93124,1557782,1530599,12963,13,25690,25.8,385917,113917,272000,7.4,25.2,331551,202429,129122,13.2,21.7,54366,3.5,43.4,0,8112,8170,54996
1989,54,27714,33385,468222,461621,3795,11.4,3398,10.2,77410,33362,44048,7.2,16.8,64207,23423,40784,5.1,13.9,13203,2.9,27.8,0,2318,2330,13893
1989,55,88782,106209,1870622,1834614,11772,11.2,9823,9.3,296419,94640,201779,5.2,16.2,224404,82812,141592,4.5,12.2,72015,4,24.4,0,6536,6573,44682
1989,56,10698,12358,123620,121576,1423,11.5,1428,11.5,23102,8405,14697,6.9,19,19014,7196,11818,5.9,15.6,4088,3.4,31.2,0,932,937,4581
1990,01,62128,77158,1329740,1308045,9446,12.3,7845,10.2,217320,72790,144530,5.6,16.6,173930,59017,114913,4.5,13.3,43390,3.3,26.6,0,5512,5556,35188
